Tweet ID,Tweet Text,Created At,Language,Author ID,Likes,Retweets,Replies,Quotes
1971908095409574212,"@TxtdariHI nah kan digoreng ... 

padahal udh sejak lama indo dukung two state solution tapi pemilihan kalimat prabowo yg kurang pas karena dia ada bilang ""kita harus menjamin keamanan israel ... "" like WTF  pdhl kalo ngomong ""we support TSS (sambil kasih alasan) ... "" udh cukup bjir",2025-09-27 12:01:40+00:00,in,1876845766486220800,0,0,1,0
1971907995866222946,@cutewoman__ @prabowo Mantap presiden ku,2025-09-27 12:01:17+00:00,in,1808058966477529090,0,0,0,0
1971907769914871919,@PamaN_Nakall Sdh saatnya dibawa isunya ke @prabowo sbg presiden saat ini yg pemerintahannya msh menggunakan jasa jokowi bahkan membayar pensiun dan fasilitas utk jokowi yg berarti gak menghiraukan dugaan pidana pemalsuan dokumen oleh jokowi,2025-09-27 12:00:23+00:00,in,1647571685036654593,0,0,0,0
1971907748934942944,"@ARSIPAJA 10 thn dia terpaksa gw akui sebagai presiden dan tidak pernah hadir di PBB tiba2 muncul puji2 Prabowo. Halah mul mul, udah tidur aja ga usah sok exist",2025-09-27 12:00:18+00:00,in,97952893,0,0,0,0
1971907748834263526,"Alhamdulillah lawatan presiden Prabowo ke 4 negara telah selesai, presiden @prabowo  tiba di tanah air dengan selamat. Seskab Teddy melaporkan presiden membawa oleh-oleh investasi yang jumlahnya fantastis. 

Komitmen investasi senilai 238 miliar dolar Amerika Serikat, setara 380 https://t.co/Lt3NjE9Jpv",2025-09-27 12:00:18+00:00,in,1080067288764637185,0,0,1,1
1971907337125614040,"Bayangin nanti di akhirat ditagih sama rakyat Palestina &amp; Indonesia krna kamu milih presiden zionis yg jg zhalim dgn kesadaran penuh?

Tp diliat2 si voters 02 yg gw tau tetep denial ya, mungkin selama ini mgkn Tuhan mereka ini prabowo trus agama mereka bkn islam tp zionisme😅 https://t.co/7OgYnANHdI",2025-09-27 11:58:40+00:00,in,1549319862551736320,0,0,0,0
1971907304179355924,@IndoPopBase PRESIDEN GOBLOK LU!! @prabowo,2025-09-27 11:58:32+00:00,in,1907087232823164928,0,0,0,0
1971907111149097218,"@tempodotco Jokowi sepertinya yakin Gibran akan jadi Presiden pada periode ke2 saat kesehatan Prabowo diprediksi memburuk (dia tahu data intelijen) &amp; dia siap jadi Wapres.

Prediksi RG bisa benar kecuali
Gibran terbukti tdk punya Ijazah SMA sesuai aturan ada &amp; Jokowi tdk punya ijazah S1 https://t.co/KcaZJrfOOB",2025-09-27 11:57:46+00:00,in,1735636779192233984,0,0,0,0
1971906944664588599,"@RooneywazzaMY 1. Indo focus round 4 world cup
2. Negara mu tidak special now, especially football
3. Prabowo jarang ikut berita bola indonesia, terlebih lagi negara kau
4. if indo yang jadi entiti hanya kerna prabowo jumpa presiden FIFA, so who was in new york? 
https://t.co/WSNletUMnK",2025-09-27 11:57:06+00:00,in,1536262512987222016,3,1,2,0
1971906746550829429,@jeni_saola2 Masyarakat makin antusias dukung RUU Perampasan Aset di bawah kepemimpinan Prabowo,2025-09-27 11:56:19+00:00,in,1698562075063410688,0,0,0,0
1971906595505545560,"@DS_yantie @prabowo Kalau kita mau punya pemimpin yang visioner, otomatis harus bersih dari jejak korupsi. Gimana mau dipercaya kalau udah terseret kasus kayak gini?",2025-09-27 11:55:43+00:00,in,1910269307566927872,0,0,0,0
1971906586550718979,"Tiba di Tanah Air, Prabowo Langsung Panggil Kepala BGN Soal Keracunan: Akan Diselesaikan dengan Baik

Jakarta – Presiden RI Prabowo Subianto menegaskan pemerintah akan menangani kasus keracunan yang terjadi dalam pelaksanaan program Makan Bergizi Gratis (MBG) dengan baik. https://t.co/WYtdVsuTRj",2025-09-27 11:55:41+00:00,in,121640063,1,0,0,1
1971906391620358480,"Lapor lah sama Presiden yg sebenarnya, @prabowo mah lewat dulu https://t.co/Vs5LDkb5MD",2025-09-27 11:54:54+00:00,in,1815296827245395968,0,0,0,0
1971906099336122810,"@kompascom Kalau di jakarta ada TUGPP nya Pak Anies, mreka yg merumuskan semuanya darinsuatu program baru diserahkan ke Kepala2 dinas, Pak Prabowo jgn lngsung diserahkan ke Operasional dari ""0"", TPI dirumuskan dlu dgn team yg berbeda. @bang_dasco @Gerindra @prabowo , love u Pak",2025-09-27 11:53:44+00:00,in,1881885916840808449,0,0,0,0
1971906005920608529,"Presiden Prabowo sore ini kembali ke tanah air setelah berpidato ke Sidang Majelis Umum PBB di New York, ke Kanada dan Belanda. Trump memuji pidato Presiden Prabowo di PBB. KLIK YOUTUBE TONTON DAN SUBSCRIBE 

https://t.co/cBlSA50YF1",2025-09-27 11:53:22+00:00,in,1738077678950035456,0,0,0,0
1971905960395604414,"@prabowo 3. @prabowo  konkrit—dia janjiin bantuan kemanusiaan urgent buat Gaza, +siap kirim 20.000+ peacekeepers jaga perdamaian. Ini komitmen nyata dr negara Muslim terbesar dunia, sambil kritik kekerasan sipil di sana. Respect! Siapa bilang diplomasi gak bisa? #PalestinaMerdeka",2025-09-27 11:53:11+00:00,in,1102519704,0,0,1,0
1971905941525393673,"@Dennysiregar7 Mengambil cara pikir Presiden @prabowo dan para executive BGN /MBG mestinya kecelakaan lalulintas tdk perlu dituntut, karena dari sekian juta kendaraan yg lalu lalang berapa persen yg kecelakaan karena lalai/teledor @korlantas",2025-09-27 11:53:07+00:00,in,200145229,0,0,0,0
1971905590676086900,@voyaya7 @BosPurwa @prabowo Terus yg jadi presiden anak teler itu,2025-09-27 11:51:43+00:00,in,178707598,0,0,0,0
1971905280805163456,@farhan28289 Dukung pendidikan tanpa batas buat semua lewat terobosan Prabowo,2025-09-27 11:50:29+00:00,in,1691693249340243968,0,0,0,0
1971905276916941059,"Tiba di Tanah Air, Prabowo Langsung Panggil Kepala BGN Soal Keracunan: Akan Diselesaikan dengan Baik

Jakarta – Presiden RI Prabowo Subianto menegaskan pemerintah akan menangani kasus keracunan yang terjadi dalam pelaksanaan program Makan Bergizi Gratis (MBG) dengan baik. https://t.co/lRIftCeRHQ",2025-09-27 11:50:28+00:00,in,121640063,0,0,0,0
1971905254779507157,"@Piyusaja2 @prabowo Support Mahfud ke Prabowo tanda kalau perjuangan Indonesia buat Palestina beneran tulus, tidak basa-basi",2025-09-27 11:50:23+00:00,in,1691329698197057536,0,0,0,0
1971905233183035846,"2. Pidato @Prabowo di PBB (24/9) bener2 bold! tegas dukung two-state solution: Palestina Merdeka, tapi dgn jaminan keamanan Israel buat perdamaian abadi. ""Only then can we have real peace,"" katanya. Ini sikap pragmatis Indonesia yg kta butuhin! 🇮🇩 #TwoStateSolution #PrabowoUNGA20",2025-09-27 11:50:18+00:00,in,1102519704,0,0,1,0
1971905220847587847,@gadjsampul @dinodipantai Tapi gelem ya rek meet up tapi masing masing tak kei mebel tulisan e love you prabowo?,2025-09-27 11:50:15+00:00,in,1968637075449856000,0,0,0,0
1971904862427427278,"Presiden RI Prabowo Subianto tiba di Lapangan Udara Halim Perdanakusuma, Jakarta, Sabtu sore usai melakukan lawatan empat negara, yakni Jepang, Amerika Serikat, Kanada dan Belanda dalam waktu sepekan sejak 19 September 2025.https://t.co/g7hv2nAuLg",2025-09-27 11:48:50+00:00,in,423220305,0,0,0,0
1971904787202629815,Presiden RI Prabowo Subianto menyatakan kasus keracunan pada pelaksanaan program Makan Bergizi Gratis (MBG) di sejumlah daerah sebagai masalah besar yang akan diatasi dengan baik.https://t.co/G4am8aoOUh,2025-09-27 11:48:32+00:00,in,423220305,0,0,0,0
1971904359438135698,Pak Prabowo Bekerja Tanpa Lelah Malaysia Presiden Prabowo Subianto https://t.co/SrQ0a1AJqR,2025-09-27 11:46:50+00:00,in,1939556503243145217,1,0,0,0
1971904247810945238,"lah dia juga jadi wapres gegara bapak nya juga mantan presiden.
lagian dulu milih no.2 juga bukan karena dia tapi karena pak. Prabowo https://t.co/fjZLEiHn9Y",2025-09-27 11:46:23+00:00,in,1357959727364284418,0,0,0,0
1971904022983622713,"@70a34a20214241f @Piyusaja2 @prabowo Terkadang mundur selangkah bukan berarti gagal, tapi orang mikirnya kek gagal dan gak bisa bangkit lagi

Bro pikir dengan kondisi palestina yg sekarang bakalan bisa mengusir Israel ? Lucu wkwkw",2025-09-27 11:45:29+00:00,in,1813559576865984513,0,0,0,0
1971904004138717698,"HAHAHA KHONTOLL PRESIDEN MALU MALUIN...

FUCK YOU PRABOWO https://t.co/9v2R8aCuZE",2025-09-27 11:45:25+00:00,in,1539198805035208704,1,0,0,0
1971903647249584245,"Kepada : Pak Prabowo  Presiden yang terhormat 

- Cabut program BMG &amp; alihkan ke pendidikan gratis
- Ganti Kapolri 

#PERSIBDAY https://t.co/HPTsE1gqFv",2025-09-27 11:44:00+00:00,in,1807622891229605888,0,0,0,0
1971903450272436698,"Rakyat Indonesia yang sangat keberatan gak dia pedulikan? Justeru bacots bila teman² dia yang keberatan? Memangnya institusi kepolisian itu milik temans² ?  
#Presiden @prabowo
@sjafriesjams
 @mohmahfudmd
@Gerindra @fadlizon
@AgusYudhoyono
 @BennyHarmanID 
#reformasikepolisian https://t.co/s6iVDeSgVa",2025-09-27 11:43:13+00:00,in,1351906884,1,0,0,0
1971903242172092925,"@keysaarifa @Piyusaja2 @prabowo Yahh kalau kayak gitu sih sampai puluhan tahun kedepan gak akan selesai dan akan tambah banyak korban🤣

Solusi diatas aja untuk membuat Israel mengakui palestina susahnya setengah mati 🤣🤦‍♂️

Terkadang mundur selangkah bukan berarti gagal, tapi orang mikirnya kek gagal",2025-09-27 11:42:23+00:00,in,1813559576865984513,0,0,0,0
1971903151054979109,"Begitu pulang dari lawatan LN, Pres Prabowo langsung mau panggil kepala BGN dan terkait. Urusan anak keracunan dinilai soal besar.

Salut dgn Pak Presiden. Kerja sangat keras semoga tetap sehat. Sepertinya bapak perlu wakil agar bisa berbagi tugas.",2025-09-27 11:42:02+00:00,in,248107407,1,1,1,0
1971902703782842698,Presiden Prabowo Desak Perang Gaza Segera Diakhiri https://t.co/FGX5vLdUa7,2025-09-27 11:40:15+00:00,in,365332334,0,0,0,0
1971902450220388566,"Ketua MPR Ahmad Muzani menilai posisi Indonesia di mata dunia, khususnya kawasan Timur Tengah, kini semakin dihormati sejak dipimpin Presiden Prabowo Subianto.https://t.co/CU90YMybjJ",2025-09-27 11:39:14+00:00,in,423220305,0,0,0,0
1971902429689229385,@HisyamMochtar @prabowo Pemimpin itu perlu punya nyali.. jika tidak Bobo saja.. https://t.co/iqEfG206x3,2025-09-27 11:39:10+00:00,in,1275361811060019201,1,0,0,0
1971902372395077926,"@wibisonoys @Beritasatu @prabowo @Gerindra Saya paham kekhawatiran Anda soal program MBG. Berdasarkan laporan dari Kompas dan Tempo (Sept 2025), ada ribuan kasus keracunan, tapi pemerintah klaim tingkat keberhasilan tinggi dan sedang evaluasi. Belum ada bukti korupsi luas, tapi pengawasan ketat diperlukan. Presiden",2025-09-27 11:38:56+00:00,in,1720665183188922368,0,0,0,0
1971902050138312850,"Pesawat Kepresidenan RI yang membawa Presiden Prabowo Subianto mendarat di Pangkalan Udara TNI AU Halim Perdanakusuma, Jakarta, Sabtu (27/9/2025).

#PresidenRI #PrabowoSubianto #DiplomasiIndonesia #SidangUmumPBB #KunjunganKenegaraan #IndonesiaMaju https://t.co/y0Tr82pBUe",2025-09-27 11:37:39+00:00,in,1889530835742892037,0,0,0,0
1971902026163552722,Ketua DPD RI Sultan B Najamuddin menyatakan semua pihak termasuk Dewan Perwakilan Daerah harus membantu Presiden RI Prabowo Subianto mewujudkan cita-cita kedaulatan pangan nasional.https://t.co/E9N0MIvuYZ,2025-09-27 11:37:33+00:00,in,423220305,0,0,0,0
1971901924913144226,@Bambangmulyonoo Tolong pak presiden saya rakyat biasa. Melihat korban prajurit TNI dan POLRI. Miris hati saya sebagai rakyat. Tolong bapak presiden tuntaskan terlebih dahulu permasalahan di papua baru urus palestina. Jgn korbankan prajurit dengan sia2 pak presiden @prabowo terhormat. Tolong pak.,2025-09-27 11:37:09+00:00,in,175746156,1,0,0,0
1971901810970415507,"Presiden Prabowo menekankan, tujuan program Makan Bergizi Gratis atau MBG untuk membantu anak-anak. Masalah-masalah yang muncul akan ditangani. #Polhuk #AdadiKompas

https://t.co/VjvFpBJo5A",2025-09-27 11:36:42+00:00,in,255866913,1,0,0,0
1971901358052913254,"@hinami_maisarah BGN nggak pernah berhenti perketat MBG, support berkepanjangan dari Prabowo",2025-09-27 11:34:54+00:00,in,1841325625975701504,0,0,0,0
1971901293691273644,"@HukumDan @prabowo Sebelumnya tidak ada visi misi Menteri apakah yg sekarang tidak ada visi misi Presiden, smua terserah para menteri mau rangkap jabatan atau membuat keputusan dan kebijakan yang merugikan rakyat dan merusak alam",2025-09-27 11:34:39+00:00,in,1969180285029007361,0,0,0,0
1971901225710113144,"mengungkapkan, panen raya jagung hari ini merupakan bukti nyata dan kesungguhan masyarakat Kabupaten Trenggalek dalam mendukung program ketahanan pangan yang dicanangkan oleh Presiden RI Prabowo Subianto.",2025-09-27 11:34:23+00:00,in,947181899633516545,0,0,1,0
1971901184014163968,"𝐋𝐚𝐧𝐝𝐢𝐧𝐠 𝐃𝐢 𝐓𝐚𝐧𝐚𝐡 𝐀𝐢𝐫 𝐏𝐫𝐞𝐬𝐢𝐝𝐞𝐧 𝐏𝐫𝐚𝐛𝐨𝐰𝐨 𝐁𝐚𝐰𝐚 ‘𝐎𝐥𝐞𝐡-𝐎𝐥𝐞𝐡’ 𝐂𝐞𝐩𝐚 𝐇𝐢𝐧𝐠𝐠𝐚 𝐀𝐫𝐭𝐞𝐟𝐚𝐤 𝐈𝐧𝐝𝐨𝐧𝐞𝐬𝐢𝐚 𝐃𝐢 𝐁𝐞𝐥𝐚𝐧𝐝𝐚

Presiden RI Prabowo Subianto tiba di Lapangan Udara Halim Perdanakusuma, Jakarta, pada Sabtu (27/9/2025) https://t.co/Tiz9Fxt5WF",2025-09-27 11:34:13+00:00,in,502140136,0,0,0,0
1971901127542382819,"Bangga sih, Prabowo bawa semangat pengakuan Palestina di Sidang Umum PBB dan dapet pengakuan dari Mahfud Md, Indonesia makin dihormati https://t.co/ubiXo1Vwsz",2025-09-27 11:33:59+00:00,in,1691024564141375488,0,0,0,0
1971901108994916743,"Presiden Prabowo menekankan, tujuan program Makan Bergizi Gratis atau MBG untuk membantu anak-anak. Masalah-masalah yang muncul akan ditangani. #Polhuk #AdadiKompas

https://t.co/0bLefb22zf",2025-09-27 11:33:55+00:00,in,771030588,0,0,0,0
1971901080440394204,"@liputan6dotcom @prabowo Ini amat mengerikan sekali, kalau berlarut². Distop dulu lalu dievaluasi menyeluruh kan lbh baik toh??? Gak usah resisten terhadap kritik, kritik yg baik untuk evaluasi kan bagus. Aneh masih dilanjutkan sebelum dievaluasi total",2025-09-27 11:33:48+00:00,in,1205454368914362368,0,0,0,0
1971900886776795357,"""Ini masalah besar, jadi pasti ada kekurangan dari awal. Tapi, saya juga yakin bahwa kita akan selesaikan dengan baik,"" kata Presiden Prabowo di Lanud Halim Perdanakusuma, Jakarta

 https://t.co/XUHmLPSP4M",2025-09-27 11:33:02+00:00,in,18071520,1,0,0,0
1971900509306204546,"Pujian Netanyahu untuk Prabowo, njir presiden kita di endorse cucu Dajal😭 https://t.co/dHzr1FXju6",2025-09-27 11:31:32+00:00,in,1720304366467571712,0,0,0,0
1971900262760759705,@gadjsampul @dinodipantai Iyo tak ukir tapi tulisan e love you prabowo ya? Purun?,2025-09-27 11:30:33+00:00,in,1968637075449856000,0,0,1,1
1971900211770556884,"Presiden Prabowo tiba di Tanah Air usai berpidato di Sidang Umum PBB 

📸: ANTARA FOTO/Galih Pradipta/bar

Lihat selengkapnya: https://t.co/YUWfayz87L https://t.co/2kwBPzFNt5",2025-09-27 11:30:21+00:00,in,18071520,0,0,0,0
1971900125732544904,"Detik-detik Presiden Prabowo Tiba di Tanah Air usai Kunker ke AS hingga Belanda, Disambut Gibran

https://t.co/RoEgp6fSA1",2025-09-27 11:30:00+00:00,in,71436318,0,0,0,0
1971900031797186848,@__LOVE_AG4EVER Kereen abis Pak Prabowo 👍👍,2025-09-27 11:29:38+00:00,in,1904576445764296710,0,0,0,0
1971900021651239014,"@kenhans03 Dan sampai detik ini @prabowo masih kekeuh dan tepuk dada bahwa program MBG adalah yg terbaik dan mau contoh oleh negara luar!!!

Pemimpin ga jelas emang Prabowo ini, buta mata buta hati dan tuli....!!!",2025-09-27 11:29:35+00:00,in,1139304012992225280,0,0,0,0
1971899995617210747,"Mana yang kemaren bangga sama speech Prabowo, hah? https://t.co/IWsAiSgOoM",2025-09-27 11:29:29+00:00,in,1664229188914774018,0,0,0,0
1971899981125824704,"@abu_waras Wahai orang² yg beriman janganlah kamu jadikan orang² yg dimurkai Allah sebagai penolongmu, sungguh mrk telah putus asa 

Presiden @prabowo 
@mohmahfudmd 
@sjafriesjams 
@DPR_RI @mprgoid 
@DPDRI 
@BennyHarmanID 
@fadlizon @Nasirdjamil 
@FPKSDPRRI 
@PDemokrat @NasDem 
@Gerindra https://t.co/LHJQ8UiUY3",2025-09-27 11:29:26+00:00,in,1351906884,1,0,1,0
1971899963912372458,"Presiden RI @prabowo , Percepat Reformasi POLRI .  😡
cc Prof @bang_dasco  @Yusrilihza_Mhd 
Terlalu sering tindakan sewenang wenang dipertontonkan. https://t.co/isBpJ6TI5C",2025-09-27 11:29:22+00:00,in,2568916987,0,0,0,0
1971899787525132429,"@akunbudakkucing @justanono G usahlah lu belagu pake pink ijo, pembullyan ke wanita muslimah aja lu dukung belagak mau perubahan. Seumur idup lu di pimpin orang2 kek prabowo",2025-09-27 11:28:40+00:00,in,3291707670,0,0,1,0
1971899735859716288,"@tempodotco Presiden Prabowo nya sih oke,  wakilnya itu ampun numpang tenar doang",2025-09-27 11:28:27+00:00,in,1700743184173924352,0,0,0,0
1971899668734067166,"Presiden Prabowo Subianto mengaku menyatukan setumpuk masalah program Makan Bergizi Gratis (MBG) selama menjalankan tugas di luar negeri. Setelah ini, dia akan memanggil jajaran pimpinan Badan Gizi Nasional (BGN) untuk membahasnya https://t.co/uJhjErICbL",2025-09-27 11:28:11+00:00,in,1251231412356694016,0,0,0,0
1971899664564998168,"DPR tidak ikut dalam pembentukan Komisi Reformasi Polri yang dibentuk oleh Presiden Prabowo dan pemerintah. 
DPR akan menjalankan fungsi pengawasan melalui Komisi III atas jalannya reformasi Polri agar sesuai dengan prinsip negara hukum dan kepentingan masyarakat. https://t.co/JtmFFnWKBB",2025-09-27 11:28:10+00:00,in,1370392524754350082,0,0,0,0
1971899545459245118,"Mahfud Md dukung Prabowo bawa misi besar di Sidang Umum PBB, pengakuan Palestina jadi lebih kuat https://t.co/zZmBGeG61C",2025-09-27 11:27:42+00:00,in,1687347848822845441,0,0,0,0
1971899533597745387,pidato Presiden Prabowo Subianto di Sidang Majelis Umum PBB memang mendapat banyak sorotan karena dianggap sangat powerful dan penuh penekanan moral. https://t.co/rGGkTQpbtx,2025-09-27 11:27:39+00:00,in,1370392524754350082,0,0,0,0
1971899488861360351,"@Piyusaja2 @prabowo Bangga punya pemimpin yang satu suara soal kemanusiaan, Mahfud muji Prabowo makin tingkatin solidaritas internasional",2025-09-27 11:27:28+00:00,in,1696737853253013504,0,0,0,0
1971899420137689599,"@amiranbiya ""Tuh kan gak salah pilih deh aku terima kasih pak prabowo udah nyelametin benda sejarah kita, sehat selalu pak 🥰""",2025-09-27 11:27:12+00:00,in,1059009758634471424,0,0,1,0
1971899391712940482,@sptcoretax gmw jg. jdiin prabowo aj soalnya lebih ccok timbang jdi presiden indonesia,2025-09-27 11:27:05+00:00,in,1033138440,0,0,1,0
1971899312335647191,"Prabowo jumpa Presiden FIFA, Komitmen majukan sepakbola Indonesia https://t.co/BZk5OrMrrP",2025-09-27 11:26:46+00:00,in,1654281562534612992,0,0,0,0
1971899257193222615,"Dengerin nih wahai Presiden @prabowo

https://t.co/YqtA5k5XnL",2025-09-27 11:26:33+00:00,in,1606946268621987841,0,0,0,0
1971899150758478224,"Bangga punya pemimpin seperti Prabowo yang di Sidang Umum PBB bawa kehormatan Indonesia dan dukung Palestina, Mahfud Md pun setuju https://t.co/YF0usqMl44",2025-09-27 11:26:08+00:00,in,1702533864470769664,0,0,0,0
1971898524137935027,"Enak kali kalian main minta stop ke Presiden?
Kami Rakyat Republik Indonesia meminta Presiden Republik Indonesia @prabowo segera tegaskan PROSES HUKUM kasus IJASAH JOKOWI!!! https://t.co/wG1qNCFmQF",2025-09-27 11:23:38+00:00,in,1350787273,1,0,0,0
1971898491183276451,"@NenkMonica @prabowo Ooo pantas cuma bisa menyalahkan yang keracunan yah pak presiden??? Ngk pake sendok katanya, emang makanan tiba tiba basi ketika kita makan pakai tangan pak @prabowo  ??? ;",2025-09-27 11:23:31+00:00,in,1599823232190025728,0,0,0,0
1971898391547588705,"""Presiden Prabowo mengamanatkan agar koperasi menjadi salah satu penggerak utama ekonomi nasional, terutama melalui program Koperasi Desa/Kelurahan Merah Putih,"" kata Ferry
https://t.co/eczsuSBi3W",2025-09-27 11:23:07+00:00,in,738702302110834689,0,0,0,0
1971898228485349723,"Wakil Ketua Komisi I DPR Sukamta mendukung rencana Presiden Prabowo Subianto yang menyatakan kesiapan mengirim sedikitnya 20.000 prajurit TNI sebagai pasukan penjaga perdamaian PBB di Gaza.

Gimana pendapat kamu? Selalu update di https://t.co/KR6X4XL0d4, Youtube BeritaSatu, dan https://t.co/H9kNb4aAfM",2025-09-27 11:22:28+00:00,in,154102750,0,0,0,1
1971898204544553199,"@onoycp Gak perlu pilih-pilih, sekolah rakyat buat semua dari ide Prabowo",2025-09-27 11:22:22+00:00,in,1690967293650726912,0,0,0,0
1971898196168258012,"Presiden Prabowo Subianto mewanti-wanti jangan sampai kasus dugaan keracunan makan bergizi gratis (MBG) dipolitisasi. Prabowo menyadari kasus keracunan MBG yang dialami anak-anak merupakan masalah besar.
@prabowo #mbg #Lip6an https://t.co/ntMU1tDW3W",2025-09-27 11:22:20+00:00,in,47596019,3,0,3,1
1971898170511970780,"Halo masih dukung pemerintahan Prabowo nih???? @PKSejahtera @FPKSDPRRI 

Ga malu sama konstituen apa? https://t.co/WRmfaz36q2",2025-09-27 11:22:14+00:00,in,1652412144,2,0,1,0
1971898045924307195,"Pidato Prabowo di Sidang Umum PBB soal solusi dua negara untuk Palestina bikin nama Indonesia makin harum, Mahfud Md bangga banget https://t.co/SKLB3UqCUn",2025-09-27 11:21:44+00:00,in,1690929957411971072,0,0,0,0
1971897841875595335,"@allseasonberry @myshawti Natalius Pigai, aktivis HAM asal Papua, jadi Menteri Hukum dan HAM di Kabinet Merah Putih Prabowo (2024). Prestasi: Komisioner Komnas HAM (2012-2022), advokasi hak Papua, kritik rasisme &amp; pelanggaran HAM. Pengalaman panjang di hak asasi jadi alasan utama penunjukan. Sumber: CNN,",2025-09-27 11:20:56+00:00,in,1720665183188922368,0,0,0,0
1971897635859829066,@hkmhh_syhptra Saling dukung dan tumbuh bersama lewat Program CKG Prabowo,2025-09-27 11:20:07+00:00,in,1699318742340222976,0,0,0,0
1971897461162860632,"Lama Tak Terlihat Bersama, Wapres Gibran Sambut Kedatangan Presiden Prabowo Usai Lawatan ke Empat Negara (nf)

#PresidenPrabowo #PrabowoSubianto #GibranRakabumingraka #WapresGibran #ErickThohir #Bahlil #Airlangga #PanglimaTNI #Bandara #PrabowoGibran #PidatoPBB #SidangUmumPBB https://t.co/A5HYG3vT5S",2025-09-27 11:19:25+00:00,in,1565270466238902274,0,0,0,0
1971897425041510779,"@aspmtfkx @Tan_Mar3M Berdasarkan info terbaru, Presiden Prabowo sudah beri pernyataan soal keracunan MBG di Bandung. Dia bilang harus waspada agar tak terulang dan yakin bisa diatasi (sumber: Kompas, 2 jam lalu). Evaluasi program sedang dilakukan. Kalau ada update lebih lanjut, saya cek lagi!",2025-09-27 11:19:16+00:00,in,1720665183188922368,0,0,1,0
1971897370159075454,"@tempodotco Itu trik jokowi agar Gibran gak di makzulkan makanya dia intruksikan ke relawannya dukung Prabowo - Gibran 2 periode cuma buat cari aman Gibran. 

Udah kebaca Min Trik licik jokowi mah 😊😊",2025-09-27 11:19:03+00:00,in,830335583914385408,0,0,0,0
1971897046253904141,@NasbiHasan Kalo Prabowo aja di sebut memecah langit..trus kalo presiden Colombia di sebut apa?,2025-09-27 11:17:46+00:00,in,1609863277408055296,0,0,0,0
1971896846215008516,"Keren, Mahfud Md sebut Prabowo berhasil ajak dunia dukung pengakuan Palestina di PBB https://t.co/VXiJwkV5We",2025-09-27 11:16:58+00:00,in,1703614630755807232,0,0,0,0
1971896710751572177,"@Piyusaja2 @prabowo Apresiasi Mahfud ke Prabowo tuh kayak green light buat dukung penuh Palestina, 158 negara support itu bukti serius",2025-09-27 11:16:26+00:00,in,1686299719889453056,0,0,0,0
1971896507847856485,"Pendapat Presiden FIFA setelah bertemu dengan Presiden Republik Indonesia Pak Prabowo Subianto.
""Jarak Piala Dunia 2026, Bagi Timnas Indonesia hanyalah 180 menit"" Maksimal karena moment ini kemungkinan tidak akan terulang kembali di masa yg akan datang. https://t.co/pu2mmpzrLZ",2025-09-27 11:15:38+00:00,in,1471172951697358853,0,0,0,0
